title,description,publishedAt,url,category
Architect behind MCG’s Shane Warne Stand says mooted upgrades ‘don’t pass the pub test’,"Marginal 5,000-seat increase ‘hard to justify’ given cost and rarity of ground reaching full capacity",2025-07-03T02:07:53Z,https://www.theguardian.com/sport/2025/jul/03/architect-melbourne-cricket-ground-mcg-shane-warne-stand-upgrades-rebuild,sports
"Wimbledon 2025: Raducanu beats Vondrousova, Fritz survives, Osaka through, Paolini exits – as it happened",It was another busy day in SW19 as we moved toward the third round with Emma Raducanu and Carlos Alcaraz among those to reach round three,2025-07-02T21:36:56Z,https://www.theguardian.com/sport/live/2025/jul/02/wimbledon-2025-alcaraz-sabalenka-raducanu-boulter-day-three-live,sports
Raducanu revels in Centre Court joy after ‘one of the best matches I’ve played’,Emma Raducanu said: ‘I’m just so happy to have that level’ after her second-round win against Marketa Vondrousova at Wimbledon,2025-07-02T20:55:49Z,https://www.theguardian.com/sport/2025/jul/02/emma-raducanu-wimbledon-marketa-vondrousova-tennis,sports
England’s Woakes laments ‘frustrating’ marginal decisions going India’s way,Chris Woakes shared his frustration as Yashasvi Jaiswal and Karun Nair were saved by umpire’s calls after reviews on day one at Edgbaston,2025-07-02T20:30:33Z,https://www.theguardian.com/sport/2025/jul/02/chris-woakes-laments-marginal-decisions-for-india-during-second-test,sports
"Yorkshire thrash Essex, Surrey and Notts held to draws: county cricket day four – as it happened","Alex Lees scored 156 for Durham as the runs piled up at the Oval, while Lancashire finally won a Championship match in 2025",2025-07-02T20:16:29Z,https://www.theguardian.com/sport/live/2025/jul/02/surrey-v-durham-somerset-v-notts-and-more-county-cricket-day-four-live,sports
‘Most special day of my life’: world No 733 Tarvet enjoys limelight in Alcaraz defeat,The 21-year-old Briton Oliver Tarvet said after his second round loss at Wimbledon: ‘I had chances that gave me confidence I was competing’,2025-07-02T20:13:56Z,https://www.theguardian.com/sport/2025/jul/02/most-special-day-world-no-733-oliver-tarvet-carlos-alcaraz-wimbledon,sports
Emma Raducanu storms past 2023 Wimbledon champion Vondrousova in style,"Emma Raducanu won 6-3, 6-3 and will face the world No 1 Aryna Sabalenka, who beat Marie Bouzkova, in the third round",2025-07-02T19:24:32Z,https://www.theguardian.com/sport/2025/jul/02/emma-raducanu-storms-past-2023-wimbledon-champion-marketa-vondrousova-in-style,sports
Carlos Alcaraz shakes off Tarvet from his back without inhibitions or regrets | Jonathan Liew,Carlos Alcaraz is essentially a magic-eye puzzle you can read in whatever way you want but has the inconsistency all but one of his rivals would dream of,2025-07-02T19:14:44Z,https://www.theguardian.com/sport/2025/jul/02/carlos-alcaraz-ollie-tarvet-wimbledon-tennis,sports
Katie Boulter crashes out of Wimbledon with misfiring serve as Sonay Kartal advances,Katie Boulter exited Wimbledon after losing in three sets to the world No 101 Solana Sierra as Sonay Kartal advanced to the third round,2025-07-02T18:47:21Z,https://www.theguardian.com/sport/2025/jul/02/katie-boulter-crashes-out-of-wimbledon-with-misfiring-serve-as-sonay-kartal-advances,sports
‘Like a kid in a sweet shop’: Brailsford back calling shots at Ineos Grenadiers,"The former team principal will be present for much of this year’s Tour de France, with John Allert, the Ineos Grenadiers CEO, saying the 61-year-old is ‘a not-so-secret weapon for us’",2025-07-02T18:41:28Z,https://www.theguardian.com/sport/2025/jul/02/dave-brailsford-ineos-grenadiers-geraint-thomas-tour-de-france,sports
Restrained Pant struggles as India’s new safety-first style fails to suit situation | Andy Bull,"The batter was a model of self-control before being dismissed cheaply, with England having their three wishes granted in the second Test",2025-07-02T18:28:05Z,https://www.theguardian.com/sport/2025/jul/02/restrained-pant-struggles-as-indias-new-safety-first-style-fails-to-suit-situation,sports
Shubman Gill digs in for a ton to steady India and hold off England’s battling bowlers,India ended day one of the second Test on 310 for five after Shubman Gill racked up his second century of the series,2025-07-02T18:10:53Z,https://www.theguardian.com/sport/2025/jul/02/shubman-gill-digs-in-to-steady-india-and-hold-off-englands-battling-bowlers,sports
"England v India: second men’s cricket Test, day one – as it happened",<strong>Over-by-over report:</strong> Join our writers for all the latest updates from Edgbaston on the opening day of the second Test,2025-07-02T18:06:54Z,https://www.theguardian.com/sport/live/2025/jul/02/england-v-india-second-cricket-test-day-one-live-score-updates,sports
Happy Hollies: India begin hunt for history as pints flow across Edgbaston | Simon Burnton,Visitors search for first Test win at ground without Jasprit Bumrah as fans take in a mixed matchday experience,2025-07-02T17:23:46Z,https://www.theguardian.com/sport/2025/jul/02/happy-hollies-india-begin-their-hunt-for-history-as-pints-flow-across-edgbaston,sports
